title,openreview_link,authors
Learning Mixtures of Gaussians with Censored Data,https://openreview.net/forum?id=MA5yCdi2LK,"Wai Ming Tai, Bryon Aragam"
Nonlinear Causal Discovery with Latent Confounders,https://openreview.net/forum?id=WIvyzQAaPP,"David Kaltenpoth, Jilles Vreeken"
Functional Neural Networks: Shift invariant models for functional data with applications to EEG classification,https://openreview.net/forum?id=vvcJCbxxbp,"Florian Heinrichs, Mavin Heim, Corinna Weber"
When is Realizability Sufficient for Off-Policy Reinforcement Learning?,https://openreview.net/forum?id=2gkWFSkdnW,Andrea Zanette
Provable Dynamic Fusion for Low-Quality Multimodal Data,https://openreview.net/forum?id=2MF4aDRfiE,"Qingyang Zhang, Haitao Wu, Changqing Zhang, Qinghua Hu, Huazhu Fu, Joey Tianyi Zhou, Xi Peng"
Conformal Prediction Sets for Graph Neural Networks,https://openreview.net/forum?id=zGf8J0bNfX,"Soroush H. Zargarbashi, Simone Antonelli, Aleksandar Bojchevski"
Equivariance with Learned Canonicalization Functions,https://openreview.net/forum?id=Jng8ejqTZi,"Sékou-Oumar Kaba, Arnab Kumar Mondal, Yan Zhang, Yoshua Bengio, Siamak Ravanbakhsh"
Provable Benefit of Mixup for Finding Optimal Decision Boundaries,https://openreview.net/forum?id=dls28A9vYi,"Junsoo Oh, Chulhee Yun"
Near-Optimal Cryptographic Hardness of Agnostically Learning Halfspaces and ReLU Regression under Gaussian Marginals,https://openreview.net/forum?id=ZDCcGnQhCt,"Ilias Diakonikolas, Daniel Kane, Lisheng Ren"
Performative Reinforcement Learning,https://openreview.net/forum?id=0HDtFc4LGi,"Debmalya Mandal, Stelios Triantafyllou, Goran Radanovic"
"Neuro-Symbolic Continual Learning: Knowledge, Reasoning Shortcuts and Concept Rehearsal",https://openreview.net/forum?id=QEHU2o2Q7h,"Emanuele Marconato, Gianpaolo Bontempo, ELISA FICARRA, Simone Calderara, Andrea Passerini, Stefano Teso"
Learning Control-Oriented Dynamical Structure from Data,https://openreview.net/forum?id=oke1MUPK2l,"Spencer M. Richards, Jean-Jacques Slotine, Navid Azizan, Marco Pavone"
Mitigating Propagation Failures in Physics-informed Neural Networks using Retain-Resample-Release (R3) Sampling,https://openreview.net/forum?id=rhvb4kprWB,"Arka Daw, Jie Bu, Sifan Wang, Paris Perdikaris, Anuj Karpatne"
Uncertain Evidence in Probabilistic Models and Stochastic Simulators,https://openreview.net/forum?id=qlAtMW9jIh,"Andreas Munk, Alexander Mead, Frank Wood"
Open-VCLIP: Transforming CLIP to an Open-vocabulary Video Model via Interpolated Weight Optimization,https://openreview.net/forum?id=bj4XknLFIN,"Zejia Weng, Xitong Yang, Ang Li, Zuxuan Wu, Yu-Gang Jiang"
POUF: Prompt-Oriented Unsupervised Fine-tuning for Large Pre-trained Models,https://openreview.net/forum?id=0ndiQEXIcW,"Korawat Tanwisuth, Shujian Zhang, Huangjie Zheng, Pengcheng He, Mingyuan Zhou"
Shape-Guided Dual-Memory Learning for 3D Anomaly Detection,https://openreview.net/forum?id=IkSGn9fcPz,"YU-MIN CHU, Chieh Liu, Ting-I Hsieh, Hwann-Tzong Chen, Tyng-Luh Liu"
Temporal Label Smoothing for Early Event Prediction,https://openreview.net/forum?id=zZyYTpB3S7,"Hugo Yèche, Alizée Pace, Gunnar Ratsch, Rita Kuznetsova"
Identifiability and Generalizability in Constrained Inverse Reinforcement Learning,https://openreview.net/forum?id=tQ4hdUoM1E,"Andreas Schlaginhaufen, Maryam Kamgarpour"
Deep Clustering with Incomplete Noisy Pairwise Annotations: A Geometric Regularization Approach,https://openreview.net/forum?id=ElgoXPdI5l,"Tri Nguyen, Shahana Ibrahim, Xiao Fu"
Learning Rate Schedules in the Presence of Distribution Shift,https://openreview.net/forum?id=mSofpvUxCL,"Matthew Fahrbach, Adel Javanmard, Vahab Mirrokni, Pratik Worah"
GOAT: A Global Transformer on Large-scale Graphs,https://openreview.net/forum?id=Le2dVIoQun,"Kezhi Kong, Jiuhai Chen, John Kirchenbauer, Renkun Ni, C. Bayan Bruss, Tom Goldstein"
Local Vertex Colouring Graph Neural Networks,https://openreview.net/forum?id=szL4HN4hkH,"Shouheng Li, Dongwoo Kim, Qing Wang"
A Hybrid Quantum-Classical Approach based on the Hadamard Transform for the Convolutional Layer,https://openreview.net/forum?id=bZTyDxBpx0,"Hongyi Pan, Xin Zhu, Salih Furkan Atici, Ahmet Cetin"
PAC-Bayesian Offline Contextual Bandits With Guarantees,https://openreview.net/forum?id=xN7I0tRuPZ,"Otmane Sakhi, Pierre Alquier, Nicolas Chopin"
On Balancing Bias and Variance in Unsupervised Multi-Source-Free Domain Adaptation,https://openreview.net/forum?id=jWFRFz7yIc,"Maohao Shen, Yuheng Bu, Gregory Wornell"
Multi-class Graph Clustering via Approximated Effective $p$-Resistance,https://openreview.net/forum?id=d65OJgQp5Q,"Shota Saito, Mark Herbster"
A Framework for Adapting Offline Algorithms to Solve Combinatorial Multi-Armed Bandit Problems with Bandit Feedback,https://openreview.net/forum?id=fBDP40MrQS,"Guanyu Nie, Yididiya Nadew, Yanhui Zhu, Vaneet Aggarwal, Christopher J Quinn"
Accelerated Stochastic Optimization Methods under Quasar-convexity,https://openreview.net/forum?id=yg4k1kYbXe,"Qiang Fu, Dongchu Xu, Ashia Wilson"
Personalized Subgraph Federated Learning,https://openreview.net/forum?id=GXHL8ZS1GX,"Jinheon Baek, Wonyong Jeong, Jiongdao Jin, Jaehong Yoon, Sung Ju Hwang"
A Kernel Stein Test of Goodness of Fit for Sequential Models,https://openreview.net/forum?id=XxMRhjbDGq,"Jerome Baum, Heishiro Kanagawa, Arthur Gretton"
MultiAdam: Parameter-wise Scale-invariant Optimizer for Multiscale Training of Physics-informed Neural Networks,https://openreview.net/forum?id=mernbGTe24,"Jiachen Yao, Chang Su, Zhongkai Hao, LIU SONGMING, Hang Su, Jun Zhu"
VIMA: Robot Manipulation with Multimodal Prompts,https://openreview.net/forum?id=nkDMZ8yqBt,"Yunfan Jiang, Agrim Gupta, Zichen Zhang, Guanzhi Wang, Yongqiang Dou, Yanjun Chen, Li Fei-Fei, Anima Anandkumar, Yuke Zhu, Jim Fan"
Gradient Descent Finds the Global Optima of Two-Layer Physics-Informed Neural Networks,https://openreview.net/forum?id=DRMh8mVEav,"Yihang Gao, Yiqi Gu, Michael Ng"
On User-Level Private Convex Optimization,https://openreview.net/forum?id=KfkSyUJyqg,"Badih Ghazi, Pritish Kamath, Ravi Kumar, Pasin Manurangsi, Raghu Meka, Chiyuan Zhang"
Tensor Gaussian Process with Contraction for Multi-Channel Imaging Analysis,https://openreview.net/forum?id=HvAFJsXPN9,"Hu Sun, Ward Manchester, Meng Jin, Yang Liu, Yang Chen"
Learning to Jump: Thinning and Thickening Latent Counts for Generative Modeling,https://openreview.net/forum?id=Uj5AVsHkoX,"Tianqi Chen, Mingyuan Zhou"
Are labels informative in semi-supervised learning? Estimating and leveraging the missing-data mechanism.,https://openreview.net/forum?id=nS2x7LOKZk,"Aude Sportisse, Hugo Schmutz, Olivier HUMBERT, Charles Bouveyron, Pierre-Alexandre Mattei"
A Neural PDE Solver with Temporal Stencil Modeling,https://openreview.net/forum?id=ghdyH3u8y3,"Zhiqing Sun, Yiming Yang, Shinjae Yoo"
Understanding Oversquashing in GNNs through the Lens of Effective Resistance,https://openreview.net/forum?id=50SO1LwcYU,"Mitchell Black, Zhengchao Wan, Amir Nayyeri, Yusu Wang"
The Numerical Stability of Hyperbolic Representation Learning,https://openreview.net/forum?id=grhjD5an7A,"Gal Mishne, Zhengchao Wan, Yusu Wang, Sheng Yang"
Interval Bound Interpolation for Few-shot Learning with Few Tasks,https://openreview.net/forum?id=oqkckmjCYp,"Shounak Datta, Sankha Subhra Mullick, Anish Chakrabarty, Swagatam Das"
A Model-free Closeness-of-influence Test for Features in Supervised Learning,https://openreview.net/forum?id=wCoQtW29XE,"Mohammad Mehrabi, Ryan A Rossi"
Generalized Disparate Impact for Configurable Fairness Solutions in ML,https://openreview.net/forum?id=IP5OpHHpgV,"Luca Giuliani, Eleonora Misino, Michele Lombardi"
Truncating Trajectories in Monte Carlo Reinforcement Learning,https://openreview.net/forum?id=GDVczeyqFa,"Riccardo Poiani, Alberto Maria Metelli, Marcello Restelli"
Trapdoor Normalization with Irreversible Ownership Verification,https://openreview.net/forum?id=f5DtfMCQiQ,"Hanwen Liu, Zhenyu Weng, Yuesheng Zhu, Yadong Mu"
"For Pre-Trained Vision Models in Motor Control, Not All Policy Learning Methods are Created Equal",https://openreview.net/forum?id=s1p7IPgyyg,"Yingdong Hu, Renhao Wang, Li Li, Yang Gao"
Doubly Optimal No-Regret Learning in Monotone Games,https://openreview.net/forum?id=Gd6iouUq1g,"Yang Cai, Weiqiang Zheng"
Kernel Sufficient Dimension Reduction and Variable Selection for Compositional Data via Amalgamation,https://openreview.net/forum?id=Q6Y1cnHMee,"Junyoung Park, Jeongyoun Ahn, Cheolwoo Park"
Active Learning based Structural Inference,https://openreview.net/forum?id=5Z31keXfbQ,"Aoran Wang, Jun Pang"
Curious Replay for Model-based Adaptation,https://openreview.net/forum?id=7p7YakZP2H,"Isaac Kauvar, Chris Doyle, Linqi Zhou, Nick Haber"
From Temporal to Contemporaneous Iterative Causal Discovery in the Presence of Latent Confounders,https://openreview.net/forum?id=cnGgsXpf2H,"Raanan Yehezkel Rohekar, Shami Nisimov, Yaniv Gurwicz, Gal Novik"
The Power of Uniform Sampling for k-Median,https://openreview.net/forum?id=CAK03E6JCG,"Lingxiao Huang, Shaofeng Jiang, Jianing Lou"
Towards Understanding and Reducing Graph Structural Noise for GNNs,https://openreview.net/forum?id=wO6ExWRO3c,"Mingze Dong, Yuval Kluger"
BEATs: Audio Pre-Training with Acoustic Tokenizers,https://openreview.net/forum?id=Fj0PRtd4e6,"Sanyuan Chen, Yu Wu, Chengyi Wang, Shujie Liu, Daniel Tompkins, Zhuo Chen, Wanxiang Che, Xiangzhan Yu, Furu Wei"
Optimistic Planning by Regularized Dynamic Programming,https://openreview.net/forum?id=LctoTBcGUf,"Antoine Moulin, Gergely Neu"
FedAvg Converges to Zero Training Loss Linearly for Overparameterized Multi-Layer Neural Networks,https://openreview.net/forum?id=eqTWOzheZT,"Bingqing Song, Prashant Khanduri, xinwei zhang, Jinfeng Yi, Mingyi Hong"
A Closer Look at Self-Supervised Lightweight Vision Transformers,https://openreview.net/forum?id=UwEMFweZmC,"Shaoru Wang, Jin Gao, Zeming Li, Xiaoqin Zhang, Weiming Hu"
Blackout Diffusion: Generative Diffusion Models in Discrete-State Spaces,https://openreview.net/forum?id=lpc5vlfxp8,"Javier E. Santos, Zachary Fox, Nicholas Lubbers, Yen Ting Lin"
Feed Two Birds with One Scone: Exploiting Wild Data for Both Out-of-Distribution Generalization and Detection,https://openreview.net/forum?id=3FydczZwkJ,"Haoyue Bai, Gregory Canal, Xuefeng Du, Jeongyeol Kwon, Robert Nowak, Sharon Li"
Defects of Convolutional Decoder Networks in Frequency Representation,https://openreview.net/forum?id=dxUciRMAaE,"Ling Tang, Wen Shen, Zhanpeng Zhou, YueFeng Chen, Quanshi Zhang"
An Instrumental Variable Approach to Confounded Off-Policy Evaluation,https://openreview.net/forum?id=ZVRWKr3ApD,"Yang Xu, Jin Zhu, Chengchun Shi, Shikai Luo, Rui Song"
Multi-agent Online Scheduling: MMS Allocations for Indivisible Items,https://openreview.net/forum?id=vu1c5FUSF0,"Shengwei Zhou, Rufan Bai, Xiaowei Wu"
Cooperation in the Latent Space: The Benefits of Adding Mixture Components in Variational Autoencoders,https://openreview.net/forum?id=1LwrewdXVJ,"Oskar Kviman, Ricky Molén, Alexandra Hotti, Semih Kurt, Víctor Elvira, Jens Lagergren"
Learning Belief Representations for Partially Observable Deep RL,https://openreview.net/forum?id=4IzEmHLono,"Andrew Wang, Andrew C Li, Toryn Q Klassen, Rodrigo A Toro Icarte, Sheila McIlraith"
Discrete Continuous Optimization Framework for Simultaneous Clustering and Training in Mixture Models,https://openreview.net/forum?id=3MlWDiBcpr,"Parth Sangani, Arjun Kashettiwar, Pritish Chakraborty, Bhuvan Gangula, Durga Sivasubramanian, Ganesh Ramakrishnan, Rishabh Iyer, Abir De"
Entropy-driven Unsupervised Keypoint Representation Learning in Videos,https://openreview.net/forum?id=9mGbxC4QiI,"Ali Younes, Simone Schaub-Meyer, Georgia Chalvatzaki"
Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling,https://openreview.net/forum?id=bpRTAnJ8LW,"Stella Biderman, Hailey Schoelkopf, Quentin Anthony, Herbie Bradley, Kyle O'Brien, Eric Hallahan, Mohammad Aflah Khan, Shivanshu Purohit, USVSN Sai Prashanth, Edward Raff, Aviya Skowron, Lintang Sutawika, Oskar van der Wal"
Regret Bounds for Markov Decision Processes with Recursive Optimized Certainty Equivalents,https://openreview.net/forum?id=na4JLS1Hh9,"WENHAO XU, Xuefeng Gao, Xuedong He"
A Reinforcement Learning Framework for Dynamic Mediation Analysis,https://openreview.net/forum?id=hd8wCvtgIN,"Lin Ge, Jitao Wang, Chengchun Shi, Zhenke Wu, Rui Song"
Subset-Based Instance Optimality in Private Estimation,https://openreview.net/forum?id=nm4NwFfp7a,"Travis Dick, Alex Kulesza, Ziteng Sun, Ananda Suresh"
Returning The Favour: When Regression Benefits From Probabilistic Causal Knowledge,https://openreview.net/forum?id=Q3Rmfuj4vf,"Shahine Bouabid, Jake Fawkes, Dino Sejdinovic"
Automatic Data Augmentation via Invariance-Constrained Learning,https://openreview.net/forum?id=akL5dawXhD,"Ignacio Hounie, Luiz Chamon, Alejandro Ribeiro"
Exponential Smoothing for Off-Policy Learning,https://openreview.net/forum?id=LJ9iKElXpl,"Imad AOUALI, Victor-Emmanuel Brunel, David Rohde, Anna Korba"
Not all Strongly Rayleigh Distributions Have Small Probabilistic Generating Circuits,https://openreview.net/forum?id=KRaczWbPSF,Markus Bläser
Adversarial Policies Beat Superhuman Go AIs,https://openreview.net/forum?id=LX3VAhXNTw,"Tony Wang, Adam Gleave, Tom Tseng, Kellin Pelrine, Nora Belrose, Joseph Miller, Michael Dennis, Yawen Duan, Viktor Pogrebniak, Sergey Levine, Stuart Russell"
On the Impact of Knowledge Distillation for Model Interpretability,https://openreview.net/forum?id=XOTFW2BK6i,"Hyeongrok Han, Siwon Kim, Hyun-Soo Choi, Sungroh Yoon"
Adaptive Barrier Smoothing for First-Order Policy Gradient with Contact Dynamics,https://openreview.net/forum?id=68lnr83obY,"Shenao Zhang, Wanxin Jin, Zhaoran Wang"
On the Correctness of Automatic Differentiation for Neural Networks with Machine-Representable Parameters,https://openreview.net/forum?id=Y0bPRkGJgP,"Wonyeol Lee, Sejun Park, Alex Aiken"
Revisiting Simple Regret: Fast Rates for Returning a Good Arm,https://openreview.net/forum?id=qFk9EUzycd,"Yao Zhao, Connor J Stephens, Csaba Szepesvari, Kwang-Sung Jun"
simple diffusion: End-to-end diffusion for high resolution images,https://openreview.net/forum?id=6l9YG3wHA9,"Emiel Hoogeboom, Jonathan Heek, Tim Salimans"
The Optimal Approximation Factors in Misspecified Off-Policy Value Function Estimation,https://openreview.net/forum?id=OT6gRRMmcE,"Philip Amortila, Nan Jiang, Csaba Szepesvari"
A Fully First-Order Method for Stochastic Bilevel Optimization,https://openreview.net/forum?id=FZ1C5BXrfz,"Jeongyeol Kwon, Dohyun Kwon, Stephen Wright, Robert Nowak"
Stochastic Gradient Succeeds for Bandits,https://openreview.net/forum?id=XqyXhjVRxR,"Jincheng Mei, Zixin Zhong, Bo Dai, Alekh Agarwal, Csaba Szepesvari, Dale Schuurmans"
Regularization and Variance-Weighted Regression Achieves Minimax Optimality in Linear MDPs: Theory and Practice,https://openreview.net/forum?id=0rZvMIfECW,"Toshinori Kitamura, Tadashi Kozuno, Yunhao Tang, Nino Vieillard, Michal Valko, Wenhao Yang, Jincheng Mei, Pierre Menard, Mohammad Gheshlaghi Azar, Remi Munos, Olivier Pietquin, Matthieu Geist, Csaba Szepesvari, Wataru Kumagai, Yutaka Matsuo"
Towards Learning Geometric Eigen-Lengths Crucial for Fitting Tasks,https://openreview.net/forum?id=mSslPmao9h,"Yijia Weng, Kaichun Mo, Ruoxi Shi, Yanchao Yang, Leonidas Guibas"
Parallel Online Clustering of Bandits via Hedonic Game,https://openreview.net/forum?id=pLky79p1Ne,"Xiaotong Cheng, Cheng Pan, Setareh Maghsudi"
Long-Tailed Recognition by Mutual Information Maximization between Latent Features and Ground-Truth Labels,https://openreview.net/forum?id=KqNX6VOqnJ,"Min-Kook Suh, Seung-Woo Seo"
Model-Free Robust Average-Reward Reinforcement Learning,https://openreview.net/forum?id=ikDXPA0BA2,"Yue Wang, Alvaro Velasquez, George Atia, Ashley Prater-Bennette, Shaofeng Zou"
"Dividing and Conquering a BlackBox to a Mixture of Interpretable Models: Route, Interpret, Repeat",https://openreview.net/forum?id=0SgBUsL4W0,"Shantanu Ghosh, Ke Yu, Forough Arabshahi, Kayhan Batmanghelich"
Special Properties of Gradient Descent with Large Learning Rates,https://openreview.net/forum?id=DGSmVHmOrv,"Amirkeivan Mohtashami, Martin Jaggi, Sebastian Stich"
Inverse Reinforcement Learning without Reinforcement Learning,https://openreview.net/forum?id=NrJCNcI5WV,"Gokul Swamy, David Wu, Sanjiban Choudhury, J. Bagnell, Steven Wu"
Do Embodied Agents Dream of Pixelated Sheep: Embodied Decision Making using Language Guided World Modelling,https://openreview.net/forum?id=Rm5Qi57C5I,"Kolby Nottingham, Prithviraj Ammanabrolu, Alane Suhr, Yejin Choi, Hannaneh Hajishirzi, Sameer Singh, Roy Fox"
Regularizing Towards Soft Equivariance Under Mixed Symmetries,https://openreview.net/forum?id=HlpBeHoeUA,"Hyunsu Kim, Hyungi Lee, Hongseok Yang, Juho Lee"
Probabilistic Imputation for Time-series Classification with Missing Data,https://openreview.net/forum?id=7pcZLgulIV,"SeungHyun Kim, Hyunsu Kim, EungGu Yun, Hwangrae Lee, Jaehun Lee, Juho Lee"
The Virtues of Laziness in Model-based RL: A Unified Objective and Algorithms,https://openreview.net/forum?id=F6uHGKVa04,"Anirudh Vemula, Yuda Song, Aarti Singh, J. Bagnell, Sanjiban Choudhury"
Multi-User Reinforcement Learning with Low Rank Rewards,https://openreview.net/forum?id=06djx2x2Rf,"Dheeraj Nagaraj, Suhas Kowshik, Naman Agarwal, Praneeth Netrapalli, Prateek Jain"
Towards Better Graph Representation Learning with Parameterized Decomposition & Filtering,https://openreview.net/forum?id=OYIIEfy4zw,"Mingqi Yang, Wenjie Feng, Yanming Shen, Bryan Hooi"
Reparameterized Policy Learning for Multimodal Trajectory Optimization,https://openreview.net/forum?id=5Akrk9Ln6N,"Zhiao Huang, Litian Liang, Zhan Ling, Xuanlin Li, Chuang Gan, Hao Su"
Short-lived High-volume Bandits,https://openreview.net/forum?id=W5xbQluQ5d,"Su Jia, Nishant Oli, Ian Anderson, Paul Duff, Andrew Li, R. Ravi"
Bidirectional Learning for Offline Model-based Biological Sequence Design,https://openreview.net/forum?id=CUORPu6abU,"Can Chen, Yingxue Zhang, Xue Liu, Mark Coates"
DevFormer: A Symmetric Transformer for Context-Aware Device Placement,https://openreview.net/forum?id=pWk5MoS04I,"Haeyeon Kim, Minsu Kim, Federico Berto, Joungho Kim, Jinkyoo Park"
"Generalization on the Unseen, Logic Reasoning and Degree Curriculum",https://openreview.net/forum?id=3dqwXb1te4,"Emmanuel Abbe, Samy Bengio, Aryo Lotfi, Kevin Rizk"
Accounting For Informative Sampling When Learning to Forecast Treatment Outcomes Over Time,https://openreview.net/forum?id=qaPmiAGZcV,"Toon Vanderschueren, Alicia Curth, Wouter Verbeke, Mihaela van der Schaar"
Learning Perturbations to Explain Time Series Predictions,https://openreview.net/forum?id=WpeZu6WzTB,Joseph Enguehard
Optimality of Thompson Sampling with Noninformative Priors for Pareto Bandits,https://openreview.net/forum?id=5jVmnUEme5,"Jongyeong Lee, Junya Honda, Chao-Kai Chiang, Masashi Sugiyama"
GAT: Guided Adversarial Training with Pareto-optimal Auxiliary Tasks,https://openreview.net/forum?id=320btOVW8R,"Salah GHAMIZI, Jingfeng ZHANG, Maxime Cordy, Mike Papadakis, Masashi Sugiyama, YVES LE TRAON"
Nonparametric Density Estimation under Distribution Drift,https://openreview.net/forum?id=k5d0DhHayB,"Alessio Mazzetto, Eli Upfal"
Robust Satisficing MDPs,https://openreview.net/forum?id=qw1UFuvGNR,"Haolin RUAN, Siyu Zhou, Zhi Chen, Chin Pang Ho"
Robust One-Class Classification with Signed Distance Function using 1-Lipschitz Neural Networks,https://openreview.net/forum?id=g68Q7mL0P5,"Louis Bethune, Paul Novello, Guillaume Coiffier, Thibaut Boissin, Mathieu Serrurier, Quentin VINCENOT, Andres Troya-Galvis"
Buying Information for Stochastic Optimization,https://openreview.net/forum?id=DyCRGRlmNc,"Mingchen Ma, Christos Tzamos"
Neural FIM for learning Fisher information metrics from point cloud data,https://openreview.net/forum?id=SarkXIzrXh,"Oluwadamilola Fasina, Guillaume Huguet, Alexander Tong, Yanlei Zhang, Guy Wolf, Maximilian Nickel, Ian Adelstein, Smita Krishnaswamy"
Lowering the Pre-training Tax for Gradient-based Subset Training: A Lightweight Distributed Pre-Training Toolkit,https://openreview.net/forum?id=1pMC4ScIXn,"Yeonju Ro, Zhangyang “Atlas” Wang, Vijay Chidambaram, Aditya Akella"
Learning Dense Correspondences between Photos and Sketches,https://openreview.net/forum?id=LYBXqE1wfl,"Xuanchen Lu, Xiaolong Wang, Judith E. Fan"
Synthetic data for model selection,https://openreview.net/forum?id=QwFkJ3QVii,"Alon Shshan, Nadav Bhonker, Igor Kviatkovsky, Matan Fintz, Gerard Medioni"
Towards Coherent Image Inpainting Using Denoising Diffusion Implicit Models,https://openreview.net/forum?id=17YbAlc1tW,"Guanhua Zhang, Jiabao Ji, Yang Zhang, Mo Yu, Tommi Jaakkola, Shiyu Chang"
Learning to Suggest Breaks: Sustainable Optimization of Long-Term User Engagement,https://openreview.net/forum?id=dopVDyZSEW,"Eden Saig, Nir Rosenfeld"
Feature Expansion for Graph Neural Networks,https://openreview.net/forum?id=YzmK8afGvq,"Jiaqi Sun, Lin Zhang, Guangyi Chen, Peng XU, Kun Zhang, Yujiu Yang"
D2Match: Leveraging Deep Learning and Degeneracy for Subgraph Matching,https://openreview.net/forum?id=zodnrsrsO7,"Xuanzhou Liu, Lin Zhang, Jiaqi Sun, Yujiu Yang, Haiqin Yang"
How Do Transformers Learn Topic Structure: Towards a Mechanistic Understanding,https://openreview.net/forum?id=LMXgU4zrq6,"Yuchen Li, Yuanzhi Li, Andrej Risteski"
Randomized Gaussian Process Upper Confidence Bound with Tighter Bayesian Regret Bounds,https://openreview.net/forum?id=z6UjervUws,"Shion Takeno, Yu Inatsu, Masayuki Karasuyama"
Scaling of Class-wise Training Losses for Post-hoc Calibration,https://openreview.net/forum?id=mzd1NfZxsX,"Seungjin Jung, Seungmo Seo, Yonghyun Jeong, Jongwon Choi"
Q-Flow: Generative Modeling for Differential Equations of Open Quantum Dynamics with Normalizing Flows,https://openreview.net/forum?id=6rqa493Sxf,"Owen Dugan, Peter Y. Lu, Rumen Dangovski, Di Luo, Marin Soljačić"
TIPS: Topologically Important Path Sampling for Anytime Neural Networks,https://openreview.net/forum?id=bo0cP4uK9w,"Guihong Li, Kartikeya Bhardwaj, Yuedong Yang, Radu Marculescu"
On the Effectiveness of Offline RL for Dialogue Response Generation,https://openreview.net/forum?id=gVAk5bYETD,"Paloma Sodhi, Felix Wu, Ethan Elenberg, Kilian Weinberger, Ryan Mcdonald"
Learning Antidote Data to Individual Unfairness,https://openreview.net/forum?id=o4uSWuXnXK,"Peizhao Li, Ethan Xia, Hongfu Liu"
On the Stepwise Nature of Self-Supervised Learning,https://openreview.net/forum?id=aqnGHvzrqL,"James B Simon, Maksis Knutins, Liu Ziyin, Daniel Geisz, Abraham Fetterman, Joshua Albrecht"
Identification of the Adversary from a Single Adversarial Example,https://openreview.net/forum?id=HBrQI0tX8F,"Minhao Cheng, Rui Min, Haochen Sun, Pin-Yu Chen"
Discover-Then-Rank Unlabeled Support Vectors in the Dual Space for Multi-Class Active Learning,https://openreview.net/forum?id=jsPzZ4Q6ne,"Dayou Yu, Weishi Shi, Qi Yu"
Effectively Using Public Data in Privacy Preserving Machine Learning,https://openreview.net/forum?id=smrYWkIV9J,"Milad Nasresfahani, Saeed Mahloujifar, Xinyu Tang, Prateek Mittal, Amir Houmansadr"
Multiplier Bootstrap-based Exploration,https://openreview.net/forum?id=M6n9VdvThQ,"Runzhe Wan, Haoyu Wei, Branislav Kveton, Rui Song"
Gradient Descent in Neural Networks as Sequential Learning in Reproducing Kernel Banach Space,https://openreview.net/forum?id=nCukQnbhp5,"Alistair Shilton, Sunil Gupta, Santu Rana, Svetha Venkatesh"
Pareto Manifold Learning: Tackling multiple tasks via ensembles of single-task models,https://openreview.net/forum?id=BUlx0rh7ha,"Nikolaos Dimitriadis, Pascal Frossard, François Fleuret"
Uncovering Adversarial Risks of Test-Time Adaptation,https://openreview.net/forum?id=tHLLq4S9Dr,"Tong Wu, Feiran Jia, Xiangyu Qi, Jiachen Wang, Vikash Sehwag, Saeed Mahloujifar, Prateek Mittal"
Self-supervised Neural Factor Analysis for Disentangling Utterance-level Speech Representations,https://openreview.net/forum?id=SZiwfXqwtW,"Weiwei Lin, Chenhang He, Man-Wai Mak, Youzhi Tu"
On Coresets for Clustering in Small Dimensional Euclidean spaces,https://openreview.net/forum?id=BRwO6ZFS1c,"Lingxiao Huang, Ruiyuan Huang, Zengfeng Huang, Xuan Wu"
CLUTR: Curriculum Learning via Unsupervised Task Representation Learning,https://openreview.net/forum?id=wagsJnR5GO,"Abdus Salam Azad, Izzeddin Gur, Jasper Emhoff, Nathaniel Alexis, Aleksandra Faust, Pieter Abbeel, Ion Stoica"
Feature learning in deep classifiers through Intermediate Neural Collapse,https://openreview.net/forum?id=XbggSPNB9W,"Akshay Rangamani, Marius Lindegaard, Tomer Galanti, Tomaso Poggio"
Internet Explorer: Targeted Representation Learning on the Open Web,https://openreview.net/forum?id=QBUS4OXqvM,"Alexander Li, Ellis Brown, Alexei Efros, Deepak Pathak"
MetricGAN-OKD: Multi-Metric Optimization of MetricGAN via Online Knowledge Distillation for Speech Enhancement,https://openreview.net/forum?id=xOWLUSQCE4,"Wooseok Shin, Byung Hoon Lee, Jin Sob Kim, Hyun Joon Park, Sung Won Han"
A Category-theoretical Meta-analysis of Definitions of Disentanglement,https://openreview.net/forum?id=i0CVEg8kAN,"Yivan Zhang, Masashi Sugiyama"
Random Classification Noise does not defeat All Convex Potential Boosters Irrespective of Model Choice,https://openreview.net/forum?id=1UaGAhLAsL,"Yishay Mansour, Richard Nock, Robert C. Williamson"
Understanding the Role of Feedback in Online Learning with Switching Costs,https://openreview.net/forum?id=haYpY2kDAb,"Duo Cheng, Xingyu Zhou, Bo Ji"
Differentially Private Episodic Reinforcement Learning with Heavy-tailed Rewards,https://openreview.net/forum?id=24WcHqDM6O,"Yulian Wu, Xingyu Zhou, Sayak Ray Chowdhury, Di Wang"
DIVISION: Memory Efficient Training via Dual Activation Precision,https://openreview.net/forum?id=Bxfp0zWygq,"Guanchu Wang, Zirui Liu, Zhimeng Jiang, Ninghao Liu, Na Zou, Xia Hu"
Implicit Regularization Leads to Benign Overfitting for Sparse Linear Regression,https://openreview.net/forum?id=dFhdAEjFAk,"Mo Zhou, Rong Ge"
Hiding Data Helps: On the Benefits of Masking for Sparse Coding,https://openreview.net/forum?id=TZvDKSg6im,"Muthu Chidambaram, Chenwei Wu, Yu Cheng, Rong Ge"
